,-1,-0.96,-0.92,-0.88,-0.84,-0.8,-0.76,-0.72,-0.68,-0.64,-0.6,-0.56,-0.52,-0.48,-0.44,-0.4,-0.36,-0.32,-0.28,-0.24,-0.2,-0.16,-0.12,-0.08,-0.04,0,0.04,0.08,0.12,0.16,0.2,0.24,0.28,0.32,0.36,0.4,0.44,0.48,0.52,0.56,0.6,0.64,0.68,0.72,0.76,0.8,0.84,0.88,0.92,0.96,1
-1,8.476603888,8.024645469,7.634266985,7.296135591,6.99856874,6.736141355,6.504687032,6.299929447,6.11750767,5.950870292,5.793503926,5.638676245,5.48586868,5.336244144,5.189137673,5.041741472,4.893989964,4.74381704,4.586946833,4.422461266,4.251316437,4.075908623,3.902669494,3.73920476,3.592490679,3.471603153,3.386931567,3.341553898,3.330856169,3.351948833,3.402563917,3.47664701,3.570913669,3.677842892,3.793220292,3.911822829,4.027502337,4.135787391,4.230900669,4.313071386,4.38267482,4.445791269,4.508368046,4.576763126,4.657862049,4.7526669,4.861478479,4.984016626,5.118971532,5.265966131,5.425033479
-0.96,8.289283503,7.869018049,7.505594845,7.189430386,6.909016507,6.657783312,6.430861409,6.225705611,6.036831558,5.859811964,5.687726447,5.514440548,5.337883877,5.161420718,4.985269531,4.807651538,4.631139073,4.45311722,4.269505074,4.082634165,3.892057639,3.702853346,3.521085416,3.354786403,3.210812488,3.09767878,3.02262185,2.988401315,2.989802733,3.023018512,3.0862112,3.173398941,3.280252884,3.401870834,3.531904672,3.664496494,3.79369387,3.912102927,4.018383327,4.110162085,4.186935515,4.253218699,4.314429027,4.377748118,4.448773572,4.531515833,4.626020219,4.73171202,4.847706372,4.974878207,5.114632113
-0.92,8.100253363,7.711350452,7.37444221,7.0787534,6.816420716,6.576346678,6.353660755,6.146586009,5.949996093,5.759159155,5.56631343,5.36734086,5.160843519,4.95221681,4.742600977,4.532773522,4.325656746,4.120095962,3.915683935,3.711441036,3.509197178,3.314691476,3.133234699,2.971372018,2.835400211,2.732412531,2.668234344,2.643971697,2.655409634,2.698460643,2.772925853,2.872131688,2.992437384,3.127741742,3.271756775,3.417892664,3.560114191,3.69022302,3.807191303,3.90951509,3.996225369,4.069663052,4.13373152,4.195908954,4.264059423,4.340650278,4.426009676,4.519914856,4.622289381,4.734137256,4.857003664
-0.88,7.905658798,7.550358849,7.240134156,6.966044478,6.719482497,6.49069027,6.273474931,6.064467321,5.857313252,5.647705128,5.429196956,5.197885478,4.957175005,4.712411669,4.466763916,4.224827295,3.988324782,3.760009988,3.540695681,3.326645562,3.12137844,2.928244599,2.752465902,2.599883948,2.47504136,2.383549173,2.329863272,2.313927069,2.333807821,2.386089908,2.468726689,2.578847629,2.710843728,2.858182613,3.014392609,3.1730589,3.327102535,3.468500368,3.596634459,3.710225607,3.80742454,3.890446733,3.961158789,4.027079677,4.095809958,4.17139164,4.253072663,4.340339937,4.434596812,4.535175424,4.644042595
-0.84,7.704388009,7.383666503,7.102484224,6.850616863,6.62032511,6.402001723,6.189811248,5.97702563,5.75790943,5.525833193,5.277693533,5.012127045,4.734083968,4.452123658,4.171344489,3.898507535,3.63732086,3.392317925,3.16308233,2.946780119,2.743998359,2.556565447,2.39004413,2.248430287,2.135489735,2.055828182,2.0118249,2.003763938,2.030349594,2.08979417,2.180040926,2.298698928,2.439611485,2.596437691,2.763259535,2.932282998,3.096274494,3.248858028,3.387992381,3.512509228,3.62053744,3.714478532,3.795401793,3.867947683,3.939959203,4.017117152,4.098563335,4.183645789,4.27347367,4.367283904,4.467048458
-0.8,7.498330702,7.213775333,6.962405735,6.733670305,6.51922372,6.311600975,6.103472505,5.885163049,5.651571799,5.395307016,5.115494788,4.813756898,4.499119836,4.182013124,3.869997938,3.570293992,3.289027145,3.032205874,2.798084478,2.583681952,2.387037624,2.208188202,2.051980986,1.922309742,1.820998966,1.752226376,1.717535552,1.716696405,1.748659609,1.813733759,1.909874583,2.034574017,2.182018028,2.346779944,2.521750341,2.699238265,2.872080232,3.034399882,3.183656517,3.318098763,3.436787671,3.5412851,3.63329257,3.714811685,3.792609537,3.872560265,3.955643596,4.041561622,4.129859814,4.221160665,4.315639115
-0.76,7.291152037,7.044209602,6.822007162,6.615081771,6.416138503,6.218203093,6.012979974,5.788760685,5.538874262,5.258363451,4.946773304,4.609891046,4.260440578,3.911047346,3.571814595,3.249971801,2.95396461,2.689681041,2.454808076,2.244395717,2.055015515,1.886242353,1.741585812,1.623509798,1.53392277,1.474830541,1.448734425,1.454750928,1.491743801,1.560316034,1.660191327,1.788609732,1.94069832,2.110874516,2.291969355,2.476396335,2.657032414,2.828300045,2.986599937,3.129702202,3.258168065,3.372584059,3.475360337,3.566664525,3.651677158,3.735135057,3.820838046,3.908904516,3.998342858,4.089315316,4.182366617
-0.72,7.084612863,6.873524299,6.680174492,6.49431443,6.309574604,6.119824742,5.915888079,5.684654896,5.418028882,5.113996057,4.773123609,4.404749719,4.024010147,3.646127957,3.2839612,2.9454678,2.639538069,2.37218645,2.138719321,1.932826174,1.752295335,1.59474253,1.461776037,1.355219255,1.276204646,1.225907686,1.206330995,1.218024628,1.258951716,1.330729251,1.432647274,1.562857767,1.716792863,1.889809648,2.074647616,2.26425795,2.451679756,2.630528008,2.79793776,2.949578336,3.087128825,3.211702433,3.324017963,3.425313482,3.517189659,3.604769668,3.693681752,3.784678382,3.876368465,3.968607112,4.061800409
-0.68,6.879953083,6.703007491,6.536414025,6.370717445,6.198979469,6.015465767,5.810535132,5.570648617,5.288023936,4.961390687,4.593929988,4.198151594,3.79186254,3.390887172,3.010305955,2.660067537,2.349235984,2.081888735,1.851491182,1.651056695,1.479937762,1.334331288,1.213510709,1.117395332,1.047336099,1.004864135,0.99136494,1.007257029,1.050766608,1.12411708,1.226727008,1.356996572,1.510730232,1.6840562,1.871549164,2.064728875,2.257411252,2.44340794,2.618087676,2.779791112,2.92693451,3.06068047,3.182419231,3.291790551,3.390956981,3.48398472,3.575378762,3.667353849,3.760945485,3.856185801,3.951697101
