,-1,-0.96,-0.92,-0.88,-0.84,-0.8,-0.76,-0.72,-0.68,-0.64,-0.6,-0.56,-0.52,-0.48,-0.44,-0.4,-0.36,-0.32,-0.28,-0.24,-0.2,-0.16,-0.12,-0.08,-0.04,0,0.04,0.08,0.12,0.16,0.2,0.24,0.28,0.32,0.36,0.4,0.44,0.48,0.52,0.56,0.6,0.64,0.68,0.72,0.76,0.8,0.84,0.88,0.92,0.96,1
-1,17.28410487,14.6807087,12.98100707,11.83046814,11.00470402,10.35524347,9.774388164,9.194176274,8.588429758,7.980171163,7.410095137,6.923219994,6.542788547,6.279859021,6.135879982,6.105079191,6.183054895,6.356727616,6.608848933,6.90503613,7.212128942,7.512535658,7.793328434,8.054767618,8.299261524,8.523401733,8.707743084,8.844351816,8.913845706,8.906601962,8.818330836,8.655486862,8.429437704,8.141018094,7.794239335,7.394433785,6.955049808,6.4905336,6.006411317,5.528851192,5.125827367,4.874262864,4.804606681,4.887113289,5.075267193,5.349015838,5.730441465,6.282108083,7.074605381,8.152006784,9.552912808
-0.96,14.76114291,12.8625637,11.56407234,10.62092623,9.900880515,9.289574716,8.730318693,8.177810713,7.62248316,7.089815615,6.606590276,6.202946615,5.90343371,5.709478286,5.622246893,5.628815277,5.721677171,5.87978562,6.088025117,6.331791421,6.598660642,6.872663345,7.13645947,7.384268097,7.621836049,7.852382466,8.058569579,8.223210962,8.338079451,8.390235793,8.375711309,8.292446066,8.138696002,7.920239513,7.63840341,7.291908779,6.885395151,6.434518197,5.956196316,5.476274562,5.053459455,4.771993879,4.68194474,4.750591009,4.914296824,5.138753522,5.440962928,5.875709545,6.504843555,7.386513676,8.567800398
-0.92,13.0398639,11.44708546,10.30514679,9.4712891,8.825815625,8.288313334,7.792379649,7.303908971,6.819174969,6.355794199,5.948103213,5.623962467,5.400607171,5.276781436,5.244035431,5.286215341,5.386987384,5.532450395,5.700771128,5.894921992,6.110784268,6.346952963,6.579299202,6.798799827,7.014367644,7.230622682,7.429863466,7.601105092,7.734426996,7.823208813,7.859124691,7.837121916,7.754086405,7.605106895,7.393249068,7.113068343,6.764281129,6.353463832,5.902147051,5.44050661,5.025096483,4.72884789,4.616978725,4.666070659,4.806642092,4.990882109,5.22812369,5.559245758,6.040435529,6.732406548,7.705620318
-0.88,11.58910928,10.10341067,9.090264878,8.40923394,7.918951362,7.518741693,7.127613753,6.712140008,6.283225699,5.864976639,5.499835826,5.220867863,5.045234753,4.968369473,4.969998894,5.031667419,5.139861077,5.272175342,5.411654023,5.563168944,5.731002326,5.913864921,6.10543313,6.292319184,6.478643772,6.672680904,6.851809506,7.009609733,7.142508494,7.244731244,7.310667069,7.335553376,7.312418643,7.229944782,7.083573172,6.871668368,6.591288037,6.243249355,5.841920223,5.415736373,5.016240222,4.715888502,4.580748867,4.609941723,4.731232124,4.881644523,5.058411534,5.299070057,5.650989449,6.176134814,6.949292579
-0.84,10.30443732,8.951724719,8.118261319,7.642508088,7.35301338,7.10938865,6.821859534,6.46199208,6.056661754,5.652463669,5.303361389,5.038470497,4.873599506,4.798950761,4.79587888,4.852005541,4.951095601,5.069465815,5.183783618,5.293605189,5.409685105,5.540568753,5.681622491,5.830317915,5.985898145,6.156760259,6.320641294,6.461739712,6.583818724,6.685944525,6.767198767,6.823174413,6.844084083,6.818494209,6.735237078,6.590594154,6.379635331,6.102282795,5.766266958,5.390866253,5.01837084,4.715862782,4.556685834,4.56119653,4.672713077,4.805782155,4.931999407,5.087537795,5.327510745,5.708881929,6.30518955
-0.8,9.447909631,8.229417066,7.547273513,7.246076413,7.121515537,7.002050246,6.779218185,6.440423136,6.034403555,5.628861419,5.279813083,5.014345468,4.836548592,4.740945392,4.715183709,4.744283742,4.81013199,4.89569873,4.977546195,5.041895792,5.101603489,5.176914405,5.270265253,5.377715993,5.501456108,5.649698073,5.805258061,5.94209331,6.057691675,6.15678318,6.243364816,6.317449673,6.370383757,6.391103485,6.365802055,6.285837051,6.145551053,5.941739036,5.676404718,5.362072156,5.027498602,4.726997569,4.537530758,4.506656394,4.607466128,4.744569129,4.849838875,4.937457797,5.077794149,5.33327473,5.775473223
-0.76,9.067856171,7.893354131,7.263460374,7.04893841,7.032475117,6.993792358,6.811520117,6.486095083,6.08549657,5.68443977,5.336690691,5.060345078,4.862221638,4.737800732,4.676333924,4.664635132,4.681060545,4.711777825,4.737876347,4.751944106,4.761666753,4.786881802,4.83792446,4.91232033,5.010655047,5.139987901,5.29002364,5.432500127,5.554231393,5.656912949,5.747198015,5.829692858,5.905226281,5.963951455,5.989009714,5.968976153,5.893676024,5.761638821,5.567593017,5.318870201,5.033515609,4.746680409,4.528588343,4.447726038,4.520749583,4.668633035,4.787285186,4.847210738,4.907418186,5.055879372,5.361916261
-0.72,8.927953725,7.723250211,7.076478189,6.896946356,6.939375306,6.955187998,6.810857622,6.51010071,6.128198169,5.738331937,5.393183937,5.106471898,4.889352969,4.73546205,4.634086317,4.571614233,4.528151297,4.488110192,4.444196767,4.395163206,4.353824696,4.336722906,4.355856976,4.407066704,4.490980974,4.608606275,4.75539203,4.910091862,5.049870597,5.168497829,5.271321444,5.368847942,5.463739098,5.549674883,5.614964875,5.64654983,5.632129625,5.565101183,5.441059526,5.258462045,5.028472883,4.76874207,4.533355453,4.399086777,4.41792179,4.556084287,4.706904081,4.78696263,4.806239741,4.864747104,5.056697097
-0.68,8.818044716,7.560040068,6.886722603,6.727457062,6.811490819,6.86750531,6.75564609,6.485740808,6.124277374,5.744486579,5.397780959,5.104071969,4.868972045,4.688937036,4.553952742,4.444518262,4.339830733,4.22680075,4.104453476,3.987149993,3.889020887,3.830062889,3.81323034,3.842870092,3.917502501,4.03256197,4.181929972,4.350583763,4.519274614,4.66806876,4.798310157,4.921429753,5.039643182,5.151388783,5.250885432,5.325818805,5.36466634,5.357046212,5.295460601,5.177510056,5.003640185,4.785101228,4.553881679,4.375392079,4.324118353,4.421148231,4.588821027,4.714453185,4.745896474,4.747051124,4.83995876
